student_id;dai_so_tuyen_tinh;giai_tich;giai_tich_so;kien_truc_may_tinh;lap_trinh_python_co_ban;cau_truc_du_lieu_va_giai_thuat;co_so_ky_thuat_lap_trinh;co_so_du_lieu;lap_trinh_huong_doi_tuong;lap_trinh_ung_dung_windows_form;phap_luat_dai_cuong;ky_nang_mem;tieng_anh_tang_cuong;giao_duc_the_chat_1;giao_duc_the_chat_2;giao_duc_the_chat_3;cong_nghe_phan_mem;do_an_1;kiem_thu_phan_mem;thiet_ke_web_co_ban;tieng_anh_1;xac_suat_thong_ke
11223272;8.0;9.0;8.2;8.0;7.6;7.8;8.0;7.2;7.4;8.2;5.8;9.1;7.0;6;7.0;7.0;6.9;9.5;7.4;5.3;8.2;9.2
10123006;8.7;9.0;9.7;6.8;7.7;8.4;8.0;7.9;8.8;9.6;6.8;9.3;7.5;8;6.0;8.0;8.4;8.4;8.5;5.5;9.1;10.0
12423013;8.1;9.4;9.2;5.5;8.6;8.8;7.0;9.2;8.8;8.0;7.3;8.6;6.5;8;7.0;7.0;7.9;8.2;7.7;7.2;7.2;9.3
10123293;8.5;9.0;8.8;8.3;7.3;8.6;7.8;8.3;7.7;9.1;7.0;9.2;7.0;8;9.0;7.0;8.0;9.0;8.1;6.9;6.8;8.6
12523001;9.7;7.9;7.9;7.5;7.2;7.7;9.0;7.3;8.5;8.5;6.8;9.3;6.5;9;9.0;10.0;8.9;8.7;8.1;6.8;7.6;8.2
12523107;8.9;8.3;7.9;8.0;7.5;9.1;8.3;7.8;8.6;7.8;8.3;8.7;7.5;7;7.0;7.0;7.3;9.0;7.7;6.8;9.0;9.2
12523046;7.6;8.7;7.3;6.3;8.1;8.5;9.8;7.1;8.6;8.6;6.0;9.4;7.5;8;7.0;7.0;8.0;8.0;7.9;7.8;8.9;7.8
10123308;8.5;9.2;9.0;7.3;7.3;8.9;7.5;6.1;9.4;8.9;7.3;9.3;6.5;7;6.0;7.0;8.4;9.0;7.2;4.3;6.6;9.6
10123039;8.8;7.5;9.7;6.0;8.8;8.7;8.5;7.4;7.8;8.1;7.0;9.0;8.0;9;8.0;7.0;8.7;8.2;8.7;7.0;9.3;9.7
12523068;9.1;8.9;8.5;9.3;7.8;8.7;9.3;8.8;7.3;8.2;6.8;9.4;6.5;9;9.0;8.0;8.4;9.5;8.3;8.8;9.3;10.0
12523086;8.5;9.8;8.6;8.0;7.2;7.8;8.3;8.3;8.2;9.3;7.3;8.8;6.5;8;6.0;8.0;8.8;9.5;7.8;8.6;6.5;9.7
10122090;4.3;5.3;4.0;4.8;7.0;5.6;5.0;6.3;6.1;1.5;6.0;8.2;6.5;8;9.0;9.0;0.0;2.0;0.0;0.0;2.4;4.7
10123282;5.9;3.7;3.8;0.0;5.4;5.1;6.8;5.8;2.8;1.1;5.0;8.7;4.5;6;0.0;5.0;6.7;2.5;7.2;0.0;6.6;4.9
10123163;5.8;5.7;3.8;4.0;5.8;5.9;6.0;5.6;2.1;5.8;5.8;9.3;6.5;7;7.0;6.0;3.2;1.0;6.3;0.0;5.3;6.9
12523114;7.8;7.2;5.9;2.0;5.1;6.2;7.5;4.5;2.2;6.1;5.8;9.2;0.0;7;0.0;9.0;2.0;2.5;7.1;0.0;1.5;4.3
12523036;5.9;7.2;3.0;3.8;7.0;4.6;6.3;5.5;2.1;5.8;5.5;8.0;1.0;5;6.0;0.0;5.9;4.8;6.2;6.3;6.9;3.7
12523075;8.8;6.7;2.9;2.0;5.0;6.3;7.8;5.9;2.1;1.7;7.5;9.3;7.0;7;3.0;6.0;6.4;2.5;7.4;0.0;7.6;5.4
10123333;7.4;5.9;5.6;4.3;6.4;5.3;6.6;5.0;5.6;2.0;7.0;7.4;6.5;7;7.0;8.0;7.3;6.4;7.7;6.9;5.3;5.3
12523078;7.4;6.0;4.3;0.0;5.5;5.3;6.4;7.1;2.2;1.7;6.2;8.9;7.0;8;7.0;7.0;6.3;2.5;7.2;8.1;7.2;6.0
10123291;8.0;8.8;7.8;3.0;6.5;6.1;2.7;5.2;2.2;2.8;5.5;8.2;1.5;6;9.0;8.0;7.0;8.3;7.1;6.5;6.2;8.2
12523021;6.5;7.4;1.4;3.0;6.0;7.5;4.3;4.7;7.2;6.7;6.0;8.4;7.0;7;8.0;8.0;6.8;8.7;7.0;6.2;7.0;6.8
10123162;7.9;6.9;4.2;2.0;5.5;5.8;6.7;5.4;6.5;6.6;6.3;8.5;6.5;6;7.0;7.0;7.0;6.8;7.0;6.3;6.2;4.9
10123189;5.8;8.2;6.2;3.0;4.8;4.8;8.8;5.5;6.7;5.8;6.8;8.9;6.5;6;7.0;7.0;6.7;6.2;7.4;7.7;5.5;6.3
12523018;6.9;7.8;5.1;0.0;6.8;6.7;6.8;5.7;6.2;6.4;6.7;9.1;7.0;6;6.0;8.0;6.8;1.0;6.8;6.3;6.2;5.5
10123262;6.5;4.9;6.3;4.5;6.5;6.7;7.4;5.9;7.3;6.4;5.8;8.5;7.0;7;6.0;8.0;8.3;8.7;7.8;6.4;8.6;5.9
12523094;7.7;6.4;6.3;2.5;5.7;8.0;7.6;6.9;6.2;6.4;6.5;8.3;6.5;7;6.0;7.0;8.0;7.4;6.9;6.8;7.3;6.3
12522077;9.0;6.7;7.3;5.8;8.2;8.2;6.3;5.3;8.6;3.2;7.3;8.3;1.5;8;9.0;8.0;6.7;7.5;6.4;6.7;6.3;6.0
12523013;6.7;5.4;7.7;7.0;6.5;7.6;9.1;7.8;7.3;6.2;6.8;9.0;6.5;7;6.0;7.0;0.0;4.5;8.2;7.0;0.0;6.2
10123094;6.0;6.8;3.8;4.0;5.1;6.9;6.5;6.7;7.0;5.7;5.5;8.4;6.5;6;6.0;7.0;7.2;6.2;6.9;6.2;5.5;3.8
10123207;8.0;7.3;5.4;5.5;6.4;5.5;7.8;5.5;5.7;6.5;7.3;8.7;6.5;7;7.0;8.0;7.3;6.3;7.0;6.4;6.4;5.0
